portal_authority_id,council,portal_businesses,category,site_url,list_url,listing_count_on_own_site,confidence,plugin_claim_independently_verified,evidence
31,מועצה דתית כרמיאל,5,other_platform_with_list,https://www.mdkarmiel.org/,https://www.testcode-kosher.co.il/inspector/cmb.php?cm=1057,80,high,,Wix site whose 'עסקים כשרים' menu item links to an external testcode-kosher.co.il app listing roughly 80 Karmiel businesses with supervisors.
42,מועצה דתית יבנה,5,other_platform_with_list,https://mdyv.org.il/,https://mdyv.org.il/kosher/businesses,,medium,,mdyv.org.il/kosher links to a 'kosher businesses in the city' page offering a PDF (/pdf/kosher-businesses.pdf) and a link to ikr.org.il; no drts classes on /kosher.
179,מחלקת דת חוף השרון-שפיים,5,site_no_list,https://hof-hasharon.co.il/%D7%A8%D7%91%D7%A0%D7%95%D7%AA-%D7%97%D7%95%D7%A3-%D7%94%D7%A9%D7%A8%D7%95%D7%9F/,,,low,,"Only a marriage-focused rabbinate page on the regional council site seen in search; no kosher list found, page not fetched."
78,מועצה דתית אבן יהודה,4,site_no_list,https://even-yehuda.md.gov.il/home/,,,low,,"Old rabanut-ey.com says the site moved to even-yehuda.md.gov.il; that site would not load for me, so any list is unverified."
180,מחלקת דת זבולון,4,site_no_list,https://www.zvulun.org.il/,,,medium,,Regional council 'מחלקת דת' page describes a kashrut system and has certificate request forms but no business list or m-datit link.
59,מועצה דתית שדרות,4,drts_plugin,https://mdsderot.org.il/,https://mdsderot.org.il/directory-kashrut/,90,high,yes,"Raw HTML of /directory-kashrut/ contains kashrut_dir_ltg (182 hits) and thousands of drts- classes, with 90 distinct listing entries on the page (portal lists only 4)."
68,מועצה דתית קדימה-צורן,3,other_platform_with_list,https://mdkadima.org.il/,https://mdkadima.org.il/index.php?type=page&id=46,44,medium,,Custom PHP site has a 'עסקים כשרים בעיר' page containing one HTML table with 45 rows (about 44 businesses after header); portal lists only 3.
75,מועצה דתית בנימינה-גבעת עדה,3,site_no_list,https://mdbin-ada.org.il/,,,medium,,Kashrut page says about 40 supervised points but shows no list and no m-datit business link.
172,מועצה דתית חבל מודיעין,3,site_no_list,https://md-modiin.co.il/,,,medium,,"WordPress site with a kashrut page containing only fee and application PDFs, no business list."
190,מועצה דתית שדות נגב,3,site_no_list,https://www.sdotnegev.org.il/124/,,,medium,,Only a page on the regional council site (sdotnegev.org.il/124/) describing kashrut services with a department head contact; no list or m-datit link; separate mdnetivot.org is the Netivot council.
66,מחלקת דת שוהם,2,other_platform_with_list,https://www.shoham.muni.il/,https://www.shoham.muni.il/213/,,medium,,Municipal kashrut page offers a downloadable PDF 'רבנות שהם - רשימת העסקים המושגחים'; count not stated.
71,מועצה דתית באר יעקב,2,site_no_list,https://www.b-y.org.il/,,,medium,,Municipality site has a 'המועצה הדתית' section with a kashrut page (b-y.org.il/כשרות/) that showed only unrelated business-licensing links and no kosher list; md-by.co.il from search actually belongs to Beer Sheva.
183,מועצה דתית מרחבים,2,drts_plugin,https://mdm.org.il/,https://mdm.org.il/directory-kashrut/,,high,yes,Page HTML contains kashrut_dir_ltg (about 50 hits) and over 1400 drts- class occurrences; it shows 10 listings per page with more paginated (total not shown); portal lists only 2 for this council.
199,מחלקת דת גן רווה,2,site_no_list,https://www.ganrave.org.il/,,,low,,"Only the regional council site was seen (religious department mentioned in search, ~120 businesses); no list page found, phone page fetched had nothing."
49,מועצה דתית יהוד,2,drts_plugin,https://ydat.org.il/,https://ydat.org.il/directory-kashrut/,,medium,yes,Raw HTML of /directory-kashrut/ ('Kosher businesses in Yehud') contains kashrut_dir_ltg and drts- classes; about 66 list items rendered but count not confirmed (portal lists only 2).
63,מועצה דתית מעלות-תרשיחא,2,other_platform_with_list,https://maalotmd.co.il/,https://maalotmd.co.il/%D7%A8%D7%A9%D7%99%D7%9E%D7%AA-%D7%91%D7%AA%D7%99-%D7%A2%D7%A1%D7%A7-%D7%9B%D7%A9%D7%A8%D7%99%D7%9D-cloned-624/,70,low,,"WordPress site (no drts- classes) whose kashrut page says about 70 supervised businesses and an index exists on the site, but only 2 businesses were visibly linked on the page, so the list format is unclear."
191,מחלקת דת בני שמעון,1,other_platform_with_list,https://bns.org.il/,https://bns.org.il/מסעדות-כשרות-באזורנו/,13,medium,,Regional council page 'מסעדות כשרות באזורנו' has an HTML table with 13 entries.
194,מחלקת דת שער הנגב,1,site_no_list,https://www.sng.org.il/,,,low,,Regional council site has a 'שירותי דת' section (sng.org.il/290/) but the fetched content showed no business list; content largely not rendered so this is weak.
500,רבנות אור עקיבא,1,site_no_list,https://mdoraqiva.org/,,,low,,"Portal entry (Deir al-Asad) is served by the Or Akiva religious council, whose site mdoraqiva.org has no public business list; no separate site found."
101,מועצה דתית סביון,1,other_platform_with_list,https://savyondat.co.il/,https://savyondat.co.il/אינדקס-כשרות-עסקים/,14,high,,"WordPress page 'אינדקס כשרות עסקים' with an HTML table of about 14 businesses (name, address, phone, type); no drts- classes."
123,מחלקת דת מודיעין עילית,1,site_no_list,https://www.modil.org.il/,,,medium,,"Only the municipality site's rabbi's-office kashrut page (contact details and hours), no list of businesses; no separate council site found."
175,מחלקת דת חוף אשקלון,1,site_no_list,https://www.hof-ashkelon.org.il/50/,,,low,,"Only a regional-council religious department page seen in search (kashrut contact details); no business list found, page not fetched."
189,מועצה דתית מעלה יוסף - גורנות הגליל,1,site_no_list,https://www.myosef.org.il/,,,low,,Only the regional council site was found and it has no religious council or kashrut pages; no separate council site seen.
188,מועצה דתית לכיש,0,site_no_list,https://lachish.org.il/,,,medium,,Regional council site has a religious council page with contacts and a note that a kashrut reform is coming; no list of businesses.
